,,,DBN,School Name,School Type,Enrollment,Impact Score,Performance Score,Instruction and Performance - Rating,Safety and School Climate - Rating,Relationships with Families - Rating,Instruction/Learning Environment - School Percent Positive,Advising and Planning - School Percent Positive,Safety - School Percent Positive,School Leadership - School Percent Positive,Student Support - School Percent Positive,Teaching Environment - School Percent Positive,Communication - School Percent Positive,Family Involvement - School Percent Positive,Family-School Trust - School Percent Positive,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Percentage of students recommended for general ed settings with Special Ed Teacher Support Services (SETSS),Percentage of students recommended for Integrated Co-Teaching (ICT) services,Percentage of students recommended for Special Class (SC) services,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Student Percent - Asian,Student Percent - Black,Student Percent - Hispanic,Student Percent - Native American,Student Percent - Native Hawaiian or Pacific Islander,Student Percent - White,Teacher Percent - Asian,Teacher Percent - Black,Teacher Percent - Hispanic,Teacher Percent - Native American,Teacher Percent - Native Hawaiian or Pacific Islander,Teacher Percent - White,Nearby Student Distance (mi),Nearby Student Percent - Asian,Nearby Student Percent - Black,Nearby Student Percent - Hispanic,Nearby Student Percent - Native American,Nearby Student Percent - Native Hawaiian or Pacific Islander,Nearby Student Percent - White,District Percent - Asian,District Percent - Black,District Percent - Hispanic,District Percent - Native American,District Percent - Native Hawaiian or Pacific Islander,District Percent - White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Average Student Attendance,Percentage of Students with >90% Attendance,Teacher Attendance Rate,Percentage of students with IEPs receiving all recommended special education programs,Percentage of students with IEPs receiving some recommended special education programs,Percentage of students with IEPs receiving no recommended special education programs,Percentage of students with IEPs receiving all recommended related services,Percentage of students with IEPs receiving some recommended related services,Percentage of students with IEPs receiving no recommended related services
,,,30Q017,P.S. 017 Henry David Thoreau,Elementary,536,0.49,0.5,Good,Fair,Excellent,0.76,0.8,0.68,0.85,0.74,0.85,0.97,0.95,0.97,,,0.493,0.507,0,0.257,0.172,0.011,0.082,0.052,0.758,0.179,0.69,0.108,0.067,0.543,0.007,0,0.233,0.2,N<5,0.244,0,0,0.356,0.5,0.173,0.017,0.396,0.009,0.002,0.348,0.196,0.046,0.56,0.009,0.002,0.16,12.1,0.778,0.888,0.556,0.964,0.97,N/A,N/A,1,0,0
,,,30Q069,P.S. 069 Jackson Heights,Elementary,762,0.5,0.55,Good,Good,Excellent,0.78,0.73,0.72,0.65,0.82,0.74,0.96,0.94,0.97,,,0.491,0.509,0,0.319,0.169,0.004,0.083,0.052,0.74,0.058,0.676,0.474,0.005,0.406,0.012,0.003,0.075,0.121,N<5,0.172,0,N<5,0.621,0.3,0.299,0.005,0.522,0.008,0,0.125,0.196,0.046,0.56,0.009,0.002,0.16,2.1,0.914,0.94,0.79,0.96,0.92,0.08,0,0.98,N/A,N/A
,,,30Q070,P.S. 070,Elementary,724,0.51,0.53,Good,Good,Excellent,0.91,0.81,0.99,0.93,0.93,0.96,0.97,0.91,0.97,,,0.485,0.515,0,0.282,0.173,0,0.079,0.061,0.747,0.086,0.689,0.102,0.03,0.448,0.011,0.001,0.374,N<5,N<5,0.117,N<5,N<5,0.817,0.4,0.125,0.048,0.409,0.01,0.001,0.361,0.196,0.046,0.56,0.009,0.002,0.16,5.1,0.8,0.906,0.615,0.958,0.97,N/A,N/A,1,0,0
,,,30Q076,P.S. 076 William Hallet,Elementary,407,0.47,0.43,Fair,Needs Improvement,Good,0.71,0.62,0.48,0.73,0.65,0.75,0.9,0.91,0.93,,,0.467,0.533,0,0.364,0.31,0.017,0.143,0.118,0.935,0.356,0.894,0.047,0.204,0.627,0.012,0.005,0.091,N<5,0.094,0.283,N<5,N<5,0.566,0.3,0.052,0.225,0.63,0.01,0.002,0.069,0.196,0.046,0.56,0.009,0.002,0.16,9.1,0.925,0.865,0.455,0.952,0.97,N/A,N/A,0.98,N/A,N/A
,,,30Q078,P.S./I.S. 78Q,K-8,724,0.49,0.79,Excellent,Good,Good,0.79,0.81,0.63,0.76,0.68,0.91,0.96,0.94,0.93,,,0.517,0.482,0.001,0.086,0.123,0.017,0.062,0.008,0.224,0.028,0.214,0.308,0.051,0.202,0.007,0.008,0.354,N<5,N<5,0.125,0,0,0.813,0.2,0.258,0.052,0.2,0.008,0.003,0.389,0.187,0.061,0.543,0.009,0.003,0.168,0.1,0.729,0.931,0.783,0.956,0.81,0.1,0.1,0.93,N/A,N/A
,,,30Q084,P.S. 084 Steinway,Elementary,305,0.5,0.59,Good,Good,Excellent,0.82,,0.78,0.88,0.84,0.83,0.98,0.95,0.97,,,0.505,0.495,0,0.115,0.184,0.007,0.085,0.056,0.542,0.062,0.492,0.075,0.049,0.344,0,0.003,0.485,N<5,0,N<5,0,0,0.828,0.3,0.078,0.026,0.333,0,0.003,0.516,0.196,0.046,0.56,0.009,0.002,0.16,0.3,0.69,0.906,0.641,0.971,1,0,0,0.99,N/A,N/A
,,,30Q085,P.S. 085 Judge Charles Vallone,Elementary,521,0.54,0.67,Good,Good,Excellent,0.78,,0.88,0.78,0.82,0.91,0.97,0.97,0.94,,,0.503,0.497,0,0.165,0.117,0.002,0.061,0.015,0.511,0.06,0.422,0.167,0.031,0.29,0.004,0.002,0.449,N<5,N<5,N<5,0,0,0.735,0.4,0.119,0.018,0.34,0.002,0.002,0.463,0.196,0.046,0.56,0.009,0.002,0.16,21.2,0.912,0.928,0.731,0.955,0.92,N/A,N/A,0.88,N/A,N/A
,,,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,731,0.49,0.41,Fair,Good,Good,0.76,0.71,0.87,0.7,0.75,0.73,0.95,0.9,0.97,,,0.505,0.495,0,0.438,0.175,0.008,0.075,0.064,0.849,0.145,0.766,0.019,0.007,0.967,0.003,0,0.003,N<5,N<5,0.254,0,0,0.687,0.1,0.006,0.004,0.985,0.002,0,0,0.196,0.046,0.56,0.009,0.002,0.16,3,0.866,0.937,0.797,0.962,1,0,0,0.99,N/A,N/A
,,,30Q111,P.S. 111 Jacob Blackwell,K-8,473,0.43,0.14,Needs Improvement,Fair,Good,0.65,0.84,0.5,0.7,0.64,0.57,0.91,0.66,0.96,,,0.486,0.514,0,0.45,0.195,0.006,0.108,0.072,> 95%,0.575,0.899,0.025,0.323,0.605,0.008,0.004,0.03,N<5,0.227,0.182,0,0,0.523,0.4,0.074,0.222,0.616,0.012,0.003,0.061,0.187,0.061,0.543,0.009,0.003,0.168,0.2,0.636,0.826,0.373,0.958,0.95,N/A,N/A,0.97,N/A,N/A
,,,30Q112,P.S. 112 Dutch Kills,Elementary,469,0.37,0.32,Fair,Good,Good,0.83,0.82,0.89,0.94,0.91,0.92,0.96,0.91,0.95,,,0.463,0.537,0,0.493,0.16,0.004,0.077,0.066,0.917,0.429,0.859,0.164,0.171,0.582,0.002,0,0.062,N<5,N<5,0.297,0,0,0.622,0.4,0.19,0.177,0.427,0.013,0.009,0.151,0.196,0.046,0.56,0.009,0.002,0.16,6.5,0.811,0.872,0.445,0.958,0.98,N/A,N/A,0.96,N/A,N/A
,,,30Q122,P.S. 122 Mamie Fay,K-8,1109,0.49,0.81,Excellent,Good,Good,0.78,0.87,0.67,0.82,0.68,0.87,0.96,0.92,0.93,,,0.462,0.538,0,0.096,0.125,0.01,0.078,0.014,0.506,0.049,0.432,0.238,0.023,0.188,0.005,0.004,0.486,0.103,0,0.09,N<5,0,0.769,0.3,0.113,0.025,0.205,0.003,0.006,0.596,0.187,0.061,0.543,0.009,0.003,0.168,0.1,0.833,0.939,0.812,0.957,0.98,N/A,N/A,0.97,N/A,N/A
,,,30Q126,Albert Shanker School for Visual and Performing Arts,Middle,402,0.53,0.6,Good,Good,Good,0.79,0.94,0.62,0.85,0.69,0.88,0.95,0.89,0.94,3.02,2.89,0.458,0.542,0,0.177,0.177,0.002,0.08,0.085,0.826,0.189,0.769,0.211,0.129,0.458,0.01,0.007,0.172,N<5,N<5,0.158,N<5,0,0.605,0.6,0.141,0.144,0.444,0.019,0.002,0.224,0.177,0.061,0.57,0.008,0.004,0.156,16.1,0.947,0.902,0.674,0.959,0.98,N/A,N/A,0.94,N/A,N/A
,,,30Q127,P.S. 127 Aerospace Science Magnet School,K-8,1120,0.45,0.32,Fair,Good,Good,0.73,0.89,0.59,0.8,0.66,0.85,0.91,0.84,0.93,,,0.482,0.518,0,0.485,0.154,0.007,0.064,0.063,0.817,0.241,0.744,0.096,0.069,0.818,0.004,0.001,0.011,0.1,0.056,0.356,N<5,0,0.433,0.3,0.126,0.072,0.768,0.004,0.003,0.018,0.187,0.061,0.543,0.009,0.003,0.168,1.1,0.833,0.914,0.664,0.96,0.88,0.12,0,0.99,N/A,N/A
,,,30Q141,I.S. 141 The Steinway,Middle,1005,0.47,0.65,Excellent,Excellent,Good,0.82,0.9,0.62,0.89,0.7,0.94,0.95,0.85,0.95,3.1,3.02,0.461,0.539,0,0.094,0.171,0.025,0.103,0.035,0.659,0.076,0.602,0.137,0.034,0.377,0.011,0.002,0.402,0.1,0,0.088,0,0,0.813,0.8,0.114,0.017,0.329,0.008,0.005,0.482,0.177,0.061,0.57,0.008,0.004,0.156,6.1,0.875,0.924,0.736,0.951,0.96,0.04,0,0.99,N/A,N/A
,,,30Q145,I.S. 145 Joseph Pulitzer,Middle,1534,0.53,0.49,Good,Good,Good,0.78,0.93,0.64,0.74,0.69,0.82,0.93,0.8,0.94,2.68,2.51,0.495,0.505,0,0.295,0.164,0.009,0.08,0.064,0.877,0.211,0.787,0.053,0.007,0.923,0.005,0.001,0.011,0.053,0.062,0.336,0,0,0.504,0.8,0.265,0.009,0.63,0.005,0.003,0.072,0.177,0.061,0.57,0.008,0.004,0.156,8,0.814,0.94,0.808,0.961,0.97,0.03,0,0.97,0,0.03
,,,30Q148,P.S. 148 Queens,Elementary,615,0.46,0.38,Fair,Good,Good,0.8,0.62,0.77,0.86,0.83,0.82,0.96,0.9,0.96,,,0.452,0.548,0,0.528,0.249,0.005,0.099,0.117,0.853,0.234,0.748,0.141,0.01,0.82,0,0,0.024,N<5,N<5,0.276,0,0,0.638,0.3,0.164,0.017,0.745,0.004,0.002,0.052,0.196,0.046,0.56,0.009,0.002,0.16,7,0.914,0.908,0.616,0.961,0.91,0.09,0,0.99,N/A,N/A
,,,30Q149,P.S. 149 Christa McAuliffe,Elementary,676,0.53,0.43,Good,Good,Excellent,0.83,0.59,0.75,0.82,0.83,0.87,0.95,0.93,0.96,,,0.478,0.522,0,0.467,0.195,0.003,0.107,0.052,0.875,0.247,0.76,0.067,0.007,0.882,0.013,0.001,0.024,N<5,0,0.452,0,0,0.484,0.2,0.106,0.017,0.814,0.016,0.002,0.031,0.196,0.046,0.56,0.009,0.002,0.16,8,0.855,0.932,0.763,0.948,0.97,N/A,N/A,0.95,N/A,N/A
,,,30Q150,P.S. 150 Queens,Elementary,659,0.65,0.72,Excellent,Good,Fair,0.78,0.9,0.88,0.56,0.76,0.77,0.94,0.9,0.85,,,0.483,0.517,0,0.206,0.115,0.006,0.055,0.032,0.586,0.099,0.513,0.263,0.014,0.423,0.012,0.003,0.226,N<5,N<5,0.245,0,0,0.642,0.4,0.2,0.016,0.429,0.01,0.003,0.29,0.196,0.046,0.56,0.009,0.002,0.16,19.2,0.887,0.928,0.769,0.956,0.86,0.14,0,0.95,N/A,N/A
,,,30Q151,P.S. 151 Mary D. Carter,Elementary,288,0.51,0.45,Good,Good,Excellent,0.92,1,0.93,0.93,0.95,0.97,0.98,0.96,0.98,,,0.465,0.535,0,0.344,0.271,0.014,0.128,0.09,0.888,0.271,0.806,0.125,0.212,0.556,0.021,0.003,0.069,N<5,N<5,0.25,0,0,0.694,0.3,0.153,0.224,0.363,0.013,0,0.221,0.196,0.046,0.56,0.009,0.002,0.16,11.2,0.722,0.878,0.535,0.96,0.95,N/A,N/A,0.98,N/A,N/A
,,,30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,595,0.56,0.6,Good,Excellent,Excellent,0.89,1,0.9,0.95,0.93,0.95,0.96,0.92,0.97,,,0.457,0.543,0,0.331,0.175,0,0.072,0.087,0.817,0.286,0.723,0.565,0.007,0.382,0.005,0,0.039,0.093,N<5,0.13,0,0,0.722,0.3,0.482,0.004,0.432,0.011,0.001,0.061,0.196,0.046,0.56,0.009,0.002,0.16,2.1,0.926,0.932,0.751,0.959,0.99,N/A,N/A,0.98,N/A,N/A
,,,30Q166,P.S. 166 Henry Gradstein,Elementary,791,0.59,0.68,Good,Good,Excellent,0.82,0.88,0.87,0.88,0.89,0.83,0.98,0.94,0.98,,,0.535,0.465,0,0.273,0.145,0.003,0.07,0.048,0.613,0.142,0.546,0.214,0.037,0.441,0.015,0.004,0.25,N<5,N<5,0.204,0,0,0.704,0.4,0.218,0.043,0.413,0.013,0.006,0.262,0.196,0.046,0.56,0.009,0.002,0.16,12.6,0.833,0.921,0.697,0.964,0.92,0.08,0,1,0,0
,,,30Q171,P.S. 171 Peter G. Van Alst,Elementary,403,0.41,0.36,Fair,Good,Excellent,0.75,0.93,0.77,0.91,0.81,0.94,0.96,0.92,0.98,,,0.484,0.516,0,0.32,0.33,0.022,0.144,0.136,0.933,0.333,0.876,0.136,0.174,0.556,0.007,0.002,0.109,N<5,N<5,0.146,0,0,0.771,0.4,0.159,0.086,0.446,0.009,0.002,0.265,0.196,0.046,0.56,0.009,0.002,0.16,3.2,0.75,0.878,0.5,0.962,0.98,N/A,N/A,0.97,0,0.03
,,,30Q204,I.S. 204 Oliver W. Holmes,Middle,414,0.52,0.44,Good,Good,Good,0.83,0.91,0.63,0.88,0.72,0.93,0.97,0.65,0.95,2.71,2.51,0.473,0.527,0,0.461,0.21,0.01,0.097,0.099,0.895,0.432,0.831,0.104,0.109,0.688,0.01,0.002,0.08,N<5,N<5,0.413,0,0,0.413,0.5,0.141,0.142,0.55,0.011,0.003,0.141,0.177,0.061,0.57,0.008,0.004,0.156,9,0.63,0.901,0.575,0.975,0.83,0.17,0,0.97,N/A,N/A
,,,30Q212,P.S. 212,Elementary,543,0.6,0.61,Good,Excellent,Excellent,0.88,1,0.89,0.81,0.91,0.9,0.97,0.95,0.96,,,0.523,0.477,0,0.236,0.215,0.004,0.099,0.079,0.653,0.059,0.586,0.197,0.007,0.65,0.004,0.004,0.103,0.135,0,0.25,0,0,0.596,0.2,0.172,0.006,0.57,0.005,0.005,0.191,0.196,0.046,0.56,0.009,0.002,0.16,3.2,0.942,0.936,0.795,0.953,1,0,0,0.96,N/A,N/A
,,,30Q227,I.S. 227 Louis Armstrong,Middle,1559,0.51,0.73,Excellent,Good,Good,0.81,0.88,0.62,0.85,0.71,0.87,0.93,0.88,0.95,3.18,3.17,0.479,0.52,0.001,0.049,0.159,0.012,0.078,0.049,0.606,0.075,0.531,0.253,0.138,0.359,0.006,0.003,0.196,0.093,0.052,0.196,N<5,0,0.639,1.5,0.173,0.014,0.762,0.004,0.002,0.036,0.177,0.061,0.57,0.008,0.004,0.156,9.6,0.814,0.947,0.849,0.957,0.97,0.03,0,0.99,N/A,N/A
,,,30Q230,I.S. 230,Middle,1006,0.5,0.6,Good,Good,Good,0.72,0.86,0.63,0.68,0.68,0.76,0.88,0.82,0.93,3.05,2.97,0.52,0.48,0,0.217,0.135,0.005,0.079,0.047,0.771,0.128,0.697,0.334,0.001,0.591,0.009,0.001,0.054,0.101,0.063,0.19,0,0,0.57,0.4,0.402,0.008,0.439,0.008,0.008,0.116,0.177,0.061,0.57,0.008,0.004,0.156,3.1,0.911,0.928,0.761,0.945,0.97,N/A,N/A,0.98,N/A,N/A
,,,30Q234,P.S. 234,Elementary,408,0.61,0.64,Excellent,Good,Excellent,0.99,1,0.59,0.98,1,1,0.98,0.95,0.97,,,0.542,0.458,0,0.252,0.208,0.01,0.113,0.049,0.707,0.13,0.647,0.147,0.074,0.422,0.015,0,0.304,N<5,N<5,0.273,0,0,0.576,0.3,0.187,0.015,0.319,0.004,0.002,0.391,0.196,0.046,0.56,0.009,0.002,0.16,10,0.667,0.904,0.637,0.965,0.98,N/A,N/A,0.97,N/A,N/A
,,,30Q235,Academy for New Americans,Middle,135,,,,Good,Excellent,0.76,0.92,0.65,0.81,0.77,0.91,0.98,0.87,0.99,,2.66,0.459,0.541,0,1,0.015,0,0.007,0.007,0.872,0.763,0.585,0.044,0.007,0.881,0,0,0.067,N<5,0,N<5,0,0,N<5,1.1,0.131,0.102,0.463,0.015,0.004,0.257,0.177,0.061,0.57,0.008,0.004,0.156,0.6,0.778,0.858,0.388,0.977,N/A,N/A,N/A,N/A,N/A,N/A
,,,30Q280,PS280Q: Home of the Lionhearts,Elementary,456,0.46,0.39,Fair,Good,Excellent,0.74,1,0.79,0.66,0.8,0.7,0.98,0.94,0.98,,,0.537,0.463,0,0.601,0.164,0,0.072,0.066,0.854,0.186,0.724,0.07,0.009,0.868,0.033,0.002,0.015,0.122,N<5,0.512,0,0,0.268,0.1,0.089,0.009,0.85,0.031,0.002,0.013,0.196,0.046,0.56,0.009,0.002,0.16,0.1,0.732,0.926,0.753,0.958,0.98,N/A,N/A,0.99,N/A,N/A
,,,30Q286,"Young Women's Leadership School, Astoria",Middle,252,0.48,0.64,Excellent,Good,Fair,0.79,0.85,0.78,0.64,0.71,0.71,0.9,0.8,0.9,3.22,2.96,1,0,0,0.095,0.206,0,0.159,0.012,0.654,0.061,0.631,0.171,0.067,0.492,0.024,0.004,0.206,0.132,N<5,N<5,0,0,0.605,1.4,0.125,0.106,0.427,0.013,0.004,0.289,0.177,0.061,0.57,0.008,0.004,0.156,9.1,0.816,0.933,0.783,0.951,0.98,N/A,N/A,0.97,N/A,N/A
,,,30Q291,Hunters Point Community Middle School,Middle,392,0.44,0.62,Excellent,Good,Good,0.8,0.89,0.64,0.89,0.7,0.9,0.93,0.92,0.93,3.06,3.03,0.421,0.579,0,0.043,0.224,0,0.194,0.026,0.68,0.107,0.625,0.105,0.112,0.526,0.005,0.003,0.176,N<5,N<5,0.229,0,0,0.514,2.4,0.138,0.11,0.422,0.008,0.003,0.274,0.177,0.061,0.57,0.008,0.004,0.156,11.2,0.743,0.911,0.73,0.965,1,0,0,0.95,0,0.05
,,,30Q300,The 30th Avenue School (G&T Citywide),K-8,513,0.55,1.03,Excellent,Good,Good,0.82,0.85,0.82,0.71,0.76,0.81,0.96,0.94,0.92,,,0.48,0.519,0.002,0.045,0.058,0.004,0.025,0,0.317,0.01,0.244,0.528,0.025,0.125,0.008,0.008,0.232,0.25,N<5,0.321,N<5,0,0.286,3,0.169,0.12,0.497,0.008,0.003,0.172,0.187,0.061,0.543,0.009,0.003,0.168,4.7,0.821,0.954,0.895,0.961,1,0,0,1,0,0
,,,30Q329,East Elmhurst Community School,Elementary,461,0.49,0.4,Good,Good,Excellent,0.88,1,0.84,0.93,0.86,0.9,0.98,0.99,1,,,0.492,0.508,0,0.395,0.213,0.002,0.128,0.067,0.891,0.373,0.818,0.03,0.048,0.879,0.004,0.002,0.026,N<5,N<5,0.472,0,0,0.389,0.3,0.107,0.036,0.826,0.003,0.001,0.019,0.196,0.046,0.56,0.009,0.002,0.16,11.2,0.833,0.908,0.619,0.954,0.96,N/A,N/A,0.93,0,0.07
,,,30Q361,The Woodside Community School,Elementary,451,0.59,0.62,Good,Excellent,Excellent,0.88,,0.95,0.88,0.92,0.92,0.98,0.96,0.98,,,0.508,0.492,0,0.262,0.131,0.016,0.098,0.007,0.666,0.113,0.601,0.313,0.004,0.497,0.024,0.004,0.131,0.167,N<5,0.333,N<5,N<5,0.444,0.3,0.373,0.008,0.515,0.013,0,0.078,0.196,0.046,0.56,0.009,0.002,0.16,9.2,0.778,0.938,0.812,0.963,1,0,0,1,0,0
,,,30Q384,Hunters Point Elementary School,Elementary,397,0.68,0.77,Excellent,Excellent,Excellent,0.92,,0.95,0.86,0.96,0.93,0.97,0.97,0.97,,,0.534,0.466,0,0.121,0.156,0,0.101,0.013,0.241,0.06,0.222,0.247,0.098,0.191,0.005,0.01,0.36,N<5,N<5,0.2,0,0,0.6,0.6,0.202,0.097,0.273,0.001,0.005,0.357,0.196,0.046,0.56,0.009,0.002,0.16,6.2,0.567,0.937,0.8,0.971,1,0,0,0.99,N/A,N/A
,,,30Q398,The Hector Figueroa School,Elementary,341,0.6,0.63,Excellent,Excellent,Good,0.86,0.85,0.9,0.94,0.95,0.9,0.96,0.91,0.95,,,0.472,0.528,0,0.334,0.173,0.006,0.094,0.053,0.702,0.111,0.61,0.402,0.006,0.481,0,0.003,0.079,0.242,N<5,0.455,N<5,N<5,0.273,0.3,0.546,0.006,0.355,0.003,0.001,0.06,0.196,0.046,0.56,0.009,0.002,0.16,0.8,0.546,0.925,0.723,0.968,0.91,N/A,N/A,0.96,N/A,N/A
,,,30Q429,I.S 429,Middle,102,,,,,,0.81,,0.82,0.97,0.74,0.97,0.95,0.9,0.96,3.37,3.44,0.549,0.451,0,0.088,0.137,0,0.108,0.01,0.656,0.069,0.608,0.167,0.029,0.539,0,0,0.225,N<5,0,N<5,N<5,0,N<5,0.5,0.156,0.03,0.547,0.015,0,0.206,0.177,0.061,0.57,0.008,0.004,0.156,1.2,0.429,0.934,0.786,0.96,1,0,0,0.96,N/A,N/A
,,,30Q580,Baccalaureate School for Global Education,Middle,123,0.47,0.99,Excellent,Good,Good,0.76,0.82,0.78,0.72,0.65,0.71,0.88,0.85,0.94,3.79,3.86,0.52,0.48,0,0,0.057,0,0.041,0,0.415,0.026,0.395,0.398,0,0.138,0.024,0.008,0.35,0.235,0.147,0.147,0,0,0.471,2.2,0.212,0.066,0.43,0.011,0.004,0.245,0.177,0.061,0.57,0.008,0.004,0.156,2.1,0.912,0.971,0.959,0.968,1,0,0,0.97,N/A,N/A
,,,31R001,P.S. 001 Tottenville,Elementary,406,0.55,0.65,Good,Excellent,Good,0.94,0.82,0.96,0.88,0.98,0.94,0.97,0.96,0.91,,,0.468,0.532,0,0.047,0.283,0,0.182,0.054,0.377,0.02,0.333,0.042,0.015,0.219,0,0.002,0.707,N<5,N<5,N<5,N<5,N<5,0.949,0.4,0.032,0.016,0.166,0,0.006,0.755,0.178,0.099,0.299,0.005,0.001,0.392,11.9,0.949,0.923,0.746,0.962,0.97,N/A,N/A,0.98,N/A,N/A
,,,31R002,I.S. R002 George L. Egbert,Middle,963,0.39,0.56,Fair,Fair,Good,0.7,0.86,0.56,0.69,0.65,0.69,0.91,0.83,0.94,2.94,2.91,0.504,0.496,0,0.145,0.208,0.004,0.126,0.057,0.711,0.097,0.643,0.275,0.046,0.298,0.003,0.002,0.36,N<5,N<5,0.165,0,0,0.747,0.8,0.288,0.042,0.248,0.003,0.002,0.402,0.163,0.106,0.294,0.005,0.002,0.407,3,0.81,0.909,0.659,0.965,0.96,0.04,0,0.98,N/A,N/A
,,,31R003,P.S. 003 The Margaret Gioiosa School,Elementary,605,0.68,0.79,Excellent,Excellent,Excellent,0.91,,0.98,0.97,0.95,1,0.97,0.97,0.96,,,0.496,0.504,0,0.046,0.26,0.002,0.18,0.03,0.389,0.018,0.291,0.131,0.02,0.119,0,0,0.714,0,0,N<5,0,0,0.96,0.7,0.121,0.022,0.099,0,0,0.745,0.178,0.099,0.299,0.005,0.001,0.392,9.4,0.9,0.933,0.79,0.963,0.95,0.05,0,0.99,N/A,N/A
,,,31R004,P.S. 004 Maurice Wollin,Elementary,691,0.46,0.57,Good,Good,Good,0.87,0.92,0.86,0.89,0.94,0.92,0.96,0.94,0.91,,,0.43,0.57,0,0.087,0.329,0.012,0.213,0.065,0.482,0.03,0.43,0.213,0.02,0.198,0.004,0.003,0.546,N<5,0,N<5,0,N<5,0.919,0.3,0.213,0.009,0.197,0.002,0,0.559,0.178,0.099,0.299,0.005,0.001,0.392,10.2,0.879,0.927,0.743,0.955,0.93,N/A,N/A,0.98,N/A,N/A
,,,31R005,P.S. 005 Huguenot,Elementary,309,0.78,0.91,Excellent,Excellent,Excellent,0.99,1,1,0.99,1,1,0.97,0.98,0.97,,,0.502,0.498,0,0.006,0.249,0.01,0.191,0,0.243,0.013,0.197,0.061,0.006,0.084,0.006,0.003,0.819,N<5,N<5,N<5,N<5,N<5,0.913,0.9,0.142,0.007,0.133,0.007,0.002,0.687,0.178,0.099,0.299,0.005,0.001,0.392,14,0.957,0.935,0.802,0.965,0.94,N/A,N/A,1,0,0
,,,31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,468,0.6,0.67,Excellent,Excellent,Excellent,0.92,,0.87,0.92,0.95,0.98,0.99,0.97,0.99,,,0.487,0.513,0,0.043,0.41,0.002,0.188,0.188,0.418,0.024,0.372,0.066,0.015,0.175,0.002,0,0.714,N<5,N<5,N<5,N<5,N<5,0.947,0.6,0.051,0.013,0.131,0.003,0,0.769,0.178,0.099,0.299,0.005,0.001,0.392,1,0.842,0.919,0.739,0.959,0.92,0.08,0,1,0,0
,,,31R007,I.S. 007 Elias Bernstein,Middle,1196,0.59,0.82,Excellent,Excellent,Good,0.86,0.91,0.74,0.89,0.78,0.93,0.96,0.85,0.96,3.24,3.27,0.498,0.502,0,0.044,0.171,0.002,0.119,0.028,0.386,0.017,0.326,0.16,0.014,0.129,0.001,0,0.678,N<5,N<5,0.091,0,0,0.87,1.6,0.139,0.008,0.115,0.002,0,0.717,0.163,0.106,0.294,0.005,0.002,0.407,0.5,0.883,0.924,0.746,0.965,0.93,N/A,N/A,0.99,N/A,N/A
,,,31R008,P.S. 8 Shirlee Solomon,Elementary,494,0.8,0.91,Excellent,Excellent,Excellent,0.96,1,1,0.93,0.98,0.99,0.97,0.95,0.95,,,0.512,0.488,0,0.069,0.219,0.024,0.121,0.036,0.421,0.014,0.395,0.249,0.012,0.16,0.002,0,0.551,N<5,0,N<5,0,0,0.929,0.5,0.184,0.019,0.155,0.004,0,0.609,0.178,0.099,0.299,0.005,0.001,0.392,23.6,0.857,0.945,0.859,0.962,0.92,N/A,N/A,0.99,N/A,N/A
,,,31R009,Naples Street Elementary School,Elementary,277,0.87,0.91,Excellent,Excellent,Excellent,0.92,1,0.87,0.98,0.99,1,0.99,0.99,0.98,,,0.505,0.495,0,0.047,0.329,0.004,0.235,0.04,0.496,0.022,0.448,0.199,0.065,0.22,0.004,0,0.495,0,0,N<5,0,0,0.806,1.6,0.211,0.178,0.303,0.004,0.003,0.27,0.178,0.099,0.299,0.005,0.001,0.392,11.2,0.833,0.946,0.889,0.955,0.95,N/A,N/A,0.99,N/A,N/A
,,,31R010,Fort Hill Collaborative Elementary School,Elementary,157,0.6,0.43,Good,Good,Excellent,0.89,1,0.88,0.97,0.99,0.97,0.99,0.94,1,,,0.503,0.497,0,0.191,0.427,0,0.204,0.217,0.896,0.242,0.847,0.032,0.21,0.561,0.032,0.006,0.064,0,N<5,N<5,0,0,0.8,0.5,0.049,0.313,0.518,0.01,0.005,0.075,0.178,0.099,0.299,0.005,0.001,0.392,10.2,0.95,0.875,0.484,0.96,0.94,N/A,N/A,0.96,0,0.04
,,,31R011,P.S. 11 Thomas Dongan School,Elementary,235,0.32,0.35,Fair,Fair,Excellent,0.74,0.57,0.47,0.47,0.85,0.69,0.98,0.92,0.96,,,0.468,0.532,0,0.187,0.272,0,0.145,0.094,0.734,0.038,0.711,0.196,0.132,0.362,0.009,0,0.285,N<5,0,N<5,0,0,0.867,0.3,0.195,0.102,0.246,0.008,0,0.438,0.178,0.099,0.299,0.005,0.001,0.392,19,0.867,0.914,0.677,0.955,0.98,N/A,N/A,0.98,N/A,N/A
